id	raw_text	normalized_text	speaker_id	split	raw_ner	normalized_ner
20140114-0900-PLENARY-12-en_20140114-19:07:30_3	The colony collapse crisis has been primary amongst these. While beekeepers battle to save their bees, we must battle to save their industry. In order to do this, we must support the Commission proposal and the amendments which designate pollen as a constituent of honey.	the colony collapse crisis has been primary amongst these. while beekeepers battle to save their bees we must battle to save their industry. in order to do this we must support the commission proposal and the amendments which designate pollen as a constituent of honey.	1318	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:07:30_6	I want to see the European production of honey increase.	i want to see the european production of honey increase.	1318	fine-tune	[['NORP', 18, 8]]	[['NORP', 18, 8]]
20151026-0900-PLENARY-14-en_20151026-21:25:49_2	During this period we have had excellent and productive cooperation for which I am truly thankful to him.	during this period we have had excellent and productive cooperation for which i am truly thankful to him.	None	fine-tune	None	None
20151026-0900-PLENARY-14-en_20151026-21:25:49_23	But at the same time there are also lessons from what did not go as well.	but at the same time there are also lessons from what did not go as well.	None	fine-tune	None	None
20151026-0900-PLENARY-14-en_20151026-21:25:49_38	We have to counteract any tendency to withdraw collectively from the health sector, focusing on those countries falling below minimum public financing. We need to think about how we can deploy our collective EU health aid more effectively	we have to counteract any tendency to withdraw collectively from the health sector focusing on those countries falling below minimum public financing. we need to think about how we can deploy our collective eu health aid more effectively	None	fine-tune	[['GPE', 208, 2]]	[['GPE', 207, 2]]
20151026-0900-PLENARY-14-en_20151026-21:25:49_30	Secondly, weak health systems in partner countries are a particular concern. The European Union has committed to comprehensive health systems' strengthening	secondly weak health systems in partner countries are a particular concern. the european union has committed to comprehensive health systems' strengthening;	None	fine-tune	[['GPE', 81, 14], ['ORDINAL', 0, 8]]	[['GPE', 80, 14], ['ORDINAL', 0, 8]]
20151026-0900-PLENARY-14-en_20151026-21:25:49_18	There are many things we could write in our response at EU level.	there are many things we could write in our response at eu level.	None	fine-tune	[['GPE', 56, 2]]	[['GPE', 56, 2]]
20151026-0900-PLENARY-14-en_20151026-21:25:49_21	the very positive role of the European Centre for Disease Prevention and Control in deploying epidemiologists	the very positive role of the european centre for disease prevention and control in deploying epidemiologists;	None	fine-tune	[['ORG', 30, 50]]	[['ORG', 30, 50]]
20151026-0900-PLENARY-14-en_20151026-21:25:49_3	The European Union has a special responsibility when it comes to promoting universal health coverage, supporting countries to achieve health related sustainable development goals and to build resilient	the european union has a special responsibility when it comes to promoting universal health coverage supporting countries to achieve health related sustainable development goals and to build resilient	None	fine-tune	[['GPE', 4, 14]]	[['GPE', 4, 14]]
20151026-0900-PLENARY-14-en_20151026-21:43:34_1	I would also like to take this opportunity to criticise the media for the way that they sensationally took this as an opportunity to increase their ratings and I know the BBC World News used it as an opportunity to have an Ebola watch', which was something like looking at criminals.	i would also like to take this opportunity to criticise the media for the way that they sensationally took this as an opportunity to increase their ratings and i know the bbc world news used it as an opportunity to have an ebola watch' which was something like looking at criminals.	124965	fine-tune	[['ORG', 171, 14]]	[['ORG', 171, 14]]
20151026-0900-PLENARY-14-en_20151026-21:43:34_3	I am a firm believer that, with situations like this, we can tackle the problems by looking at the causes and not actually just the symptoms and, in the long term, crises like these can be averted by increasing the wealth of the poorest people in the poorest nations.	i am a firm believer that with situations like this we can tackle the problems by looking at the causes and not actually just the symptoms and in the long term crises like these can be averted by increasing the wealth of the poorest people in the poorest nations.	124965	fine-tune	None	None
20151026-0900-PLENARY-14-en_20151026-21:43:34_4	The EU fisheries agreement in Western Africa has deprived the poorest people of their livelihoods, and this is having a huge effect on the poorest people's ability to earn an income.	the eu fisheries agreement in western africa has deprived the poorest people of their livelihoods and this is having a huge effect on the poorest people's ability to earn an income.	124965	fine-tune	[['LOC', 30, 14], ['GPE', 4, 2]]	[['LOC', 30, 14], ['GPE', 4, 2]]
20151026-0900-PLENARY-14-en_20151026-21:59:06_5	It will be the most important instrument for the next epidemic.	it will be the most important instrument for the next epidemic.	None	fine-tune	None	None
20151026-0900-PLENARY-14-en_20151026-21:59:06_7	I saw on the ground the problems in those three countries and I realised that the lessons learned may be the most important basis for the future for us as an international community, and we of course have to support those countries	i saw on the ground the problems in those three countries and i realised that the lessons learned may be the most important basis for the future for us as an international community and we of course have to support those countries	None	fine-tune	None	None
20151026-0900-PLENARY-14-en_20151026-21:48:04_2	Has anything changed in the EU programming for the future?	has anything changed in the eu programming for the future?	2327	fine-tune	[['GPE', 28, 2]]	[['GPE', 28, 2]]
20151026-0900-PLENARY-14-en_20151026-21:48:04_8	There is no free healthcare for the Ebola sufferers who suffer from long—term after—effects of Ebola.	there is no free healthcare for the ebola sufferers who suffer from longterm aftereffects of ebola.	2327	fine-tune	None	None
